title,creation_date,creation_date_earliest,creation_date_latest,medium,accession_number,id,credit_line,date_acquired,department,physical_location,item_width,item_height,item_depth,item_diameter,web_url,provenance_text,classification,image_url,artist_id,party_type,full_name,cited_name,role,nationality,birth_date,death_date,birth_place,death_place
Sakurada Gate,2/5/1930,1930-02-05,1930-02-05,woodblock print on paper,89.28.732.5,cmoa:things/8ce9490e-a558-415a-ab65-05408274ad16,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,19.25,14.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028867,"Bequest of Dr. James B. Austin, Pittsburgh, PA
Set acquired by Dr. Austin from Charles H. Mitchell, Tokyo, Japan, 11/1965.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=29653&size=Medium,cmoa:parties/d058d98b-378a-4f71-a1da-4781c148078c|cmoa:parties/9fbc6c89-34e2-4c9d-9cae-b6279f0a7ceb,Person|Person,Suwa Kanenori|Nakajima Jûtarô of Sôsaku-Hanga Club,Suwa Kanenori|Nakajima Jûtarô of Sôsaku-Hanga Club,Printmaker|publisher,Japanese|Japanese,1897-01-01|,1932-01-01|,|,|
Asakusa,5/5/1930,1930-05-05,1930-05-05,woodblock print on paper,89.28.732.6,cmoa:things/a175dc5f-fcb1-46b8-a65e-981990e87a77,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,14.25,19.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028868,"Bequest of Dr. James B. Austin, Pittsburgh, PA
Set acquired by Dr. Austin from Charles H. Mitchell, Tokyo, Japan, 11/1965.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=29667&size=Medium,cmoa:parties/d058d98b-378a-4f71-a1da-4781c148078c|cmoa:parties/9fbc6c89-34e2-4c9d-9cae-b6279f0a7ceb,Person|Person,Suwa Kanenori|Nakajima Jûtarô of Sôsaku-Hanga Club,Suwa Kanenori|Nakajima Jûtarô of Sôsaku-Hanga Club,artist|publisher,Japanese|Japanese,1897-01-01|,1932-01-01|,|,|
Edobashi,7/29/1930,1930-07-29,1930-07-29,woodblock print on paper,89.28.732.7,cmoa:things/51d4ca04-94a4-4291-8da0-957346279b37,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,19.25,14.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028869,"Bequest of Dr. James B. Austin, Pittsburgh, PA
Set acquired by Dr. Austin from Charles H. Mitchell, Tokyo, Japan, 11/1965.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=29670&size=Medium,cmoa:parties/d058d98b-378a-4f71-a1da-4781c148078c|cmoa:parties/9fbc6c89-34e2-4c9d-9cae-b6279f0a7ceb,Person|Person,Suwa Kanenori|Nakajima Jûtarô of Sôsaku-Hanga Club,Suwa Kanenori|Nakajima Jûtarô of Sôsaku-Hanga Club,Printmaker|publisher,Japanese|Japanese,1897-01-01|,1932-01-01|,|,|
Fukagawa Garbage Incinerator,11/8/1930,1930-11-08,1930-11-08,woodblock print on paper,89.28.732.8,cmoa:things/4226368c-6e32-4a3e-ba57-ba176c608569,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,19.25,14.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028870,"Bequest of Dr. James B. Austin, Pittsburgh, PA
Set acquired by Dr. Austin from Charles H. Mitchell, Tokyo, Japan, 11/1965.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=26788&size=Medium,cmoa:parties/d058d98b-378a-4f71-a1da-4781c148078c|cmoa:parties/9fbc6c89-34e2-4c9d-9cae-b6279f0a7ceb,Person|Person,Suwa Kanenori|Nakajima Jûtarô of Sôsaku-Hanga Club,Suwa Kanenori|Nakajima Jûtarô of Sôsaku-Hanga Club,publisher|,Japanese|Japanese,1897-01-01|,1932-01-01|,|,|
"City Hall, Hibiya",8/25/1931,1931-08-25,1931-08-25,woodblock print on paper,89.28.732.9,cmoa:things/80772d68-eb5e-4aa2-856d-182e57ff5966,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,14.25,19.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028871,"Bequest of Dr. James B. Austin, Pittsburgh, PA
Set acquired by Dr. Austin from Charles H. Mitchell, Tokyo, Japan, 11/1965.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=29671&size=Medium,cmoa:parties/d058d98b-378a-4f71-a1da-4781c148078c|cmoa:parties/9fbc6c89-34e2-4c9d-9cae-b6279f0a7ceb,Person|Person,Suwa Kanenori|Nakajima Jûtarô of Sôsaku-Hanga Club,Suwa Kanenori|Nakajima Jûtarô of Sôsaku-Hanga Club,Printmaker|publisher,Japanese|Japanese,1897-01-01|,1932-01-01|,|,|
Red Gate of Tokyo University in Snow (Hongô Akamon no yuki),1935,1935-01-01,1935-01-01,woodblock print on paper,89.28.736,cmoa:things/1dfb9d36-907e-4aeb-af39-f07a61be1bd3,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,15.5,10.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028875,"James B. Austin, Pittsburgh; bequest to museum, December 1989",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=33164&size=Medium,cmoa:parties/283ce902-3cde-4277-8a2c-781ff8be6e1c|cmoa:parties/e8d2a186-5dcc-4c3a-802d-b953e33d9e16,Person|Person,Kasamatsu Shirô|Watanabe Shôzaburô,Kasamatsu Shirô|Watanabe Shôzaburô,artist|publisher,Japanese|Japanese,1898-01-01|1885-01-01,1991-01-01|1962-01-01,Tokyo|,|
"Temple Service at Zôshigaya (Oeshiki, Zôshigaya)",1934,1934-01-01,1934-01-01,woodblock print on paper,89.28.737,cmoa:things/6a390e7d-873e-4a8a-877d-6b954ec277f6,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,9.188,14.813,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028876,"James B. Austin, Pittsburgh; bequest to museum, December 1989",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=34296&size=Medium,cmoa:parties/283ce902-3cde-4277-8a2c-781ff8be6e1c|cmoa:parties/e8d2a186-5dcc-4c3a-802d-b953e33d9e16,Person|Person,Kasamatsu Shirô|Watanabe Shôzaburô,Kasamatsu Shirô|Watanabe Shôzaburô,artist|publisher,Japanese|Japanese,1898-01-01|1885-01-01,1991-01-01|1962-01-01,Tokyo|,|
Mount Fuji,October 1939,1939-01-01,1939-01-01,woodblock print on paper,89.28.73,cmoa:things/2625ed1d-f03d-4002-bd0c-3e90d1ee8bf5,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,13.063,9.875,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028879,"Bequest of Dr. James B. Austin, Pittsburgh, PA
Acquired by Dr. Austin from R.E. Lewis, Inc., San Francisco, CA., 7/1967.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=37621&size=Medium,cmoa:parties/26923d90-8215-4d3d-bbae-2de50fdad003|cmoa:parties/c4e2a6a0-ad8e-4dbd-bd26-bb1c7ef7df5c,Person|Organization,Fukazawa Sakuichi|Japan Woodblock Print Society (Nihon hanga kyokai),Fukazawa Sakuichi|Japan Woodblock Print Society (Nihon hanga kyokai),publisher|,Japanese|Japanese,1896-01-01|1900-01-01,1947-01-01|,|,|
Sunset (Rakuyô),1919,1919-01-01,1919-01-01,woodblock print on paper,89.28.741,cmoa:things/d00aaebf-742d-4a2b-8981-32facdf95cfa,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,10.25,15.313,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028881,"James B. Austin, Pittsburgh; bequest to museum, December 1989",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=33166&size=Medium,cmoa:parties/283ce902-3cde-4277-8a2c-781ff8be6e1c|cmoa:parties/e8d2a186-5dcc-4c3a-802d-b953e33d9e16,Person|Person,Kasamatsu Shirô|Watanabe Shôzaburô,Kasamatsu Shirô|Watanabe Shôzaburô,artist|publisher,Japanese|Japanese,1898-01-01|1885-01-01,1991-01-01|1962-01-01,Tokyo|,|
Lady from the Anei Era Composing Poems,1891,1891-01-01,1891-01-01,woodblock print on paper,89.28.743,cmoa:things/3e10b0e5-4bfa-4960-8007-871ecf67689e,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,14.25,19.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028883,"James B. Austin, Pittsburgh; bequest to museum, December 1989",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35271&size=Medium,cmoa:parties/3708ee7e-e4b7-4d75-84d7-34299ccad30f|cmoa:parties/db618f11-f036-47e8-9da7-c26070a88197,Person|Person,Mizuno Toshikata|Akiyama Buemon,Mizuno Toshikata|Akiyama Buemon,artist|publisher,Japanese|Japanese,1866-01-01|,1908-01-01|,|,|
Moon at Magome (Magome no tsuki),1930,1930-01-01,1930-01-01,woodblock print on paper,89.28.774,cmoa:things/761fbdfe-b978-45f9-a076-db282247c9ee,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028929,"James B. Austin, Pittsburgh; bequest to museum, December 1989",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35794&size=Medium,cmoa:parties/4920283a-25c2-49b6-97df-2a8e6e4d7a3b|cmoa:parties/e8d2a186-5dcc-4c3a-802d-b953e33d9e16,Person|Person,Kawase Hasui|Watanabe Shôzaburô,Kawase Hasui|Watanabe Shôzaburô,artist|publisher,Japanese|Japanese,1883-01-01|1885-01-01,1957-01-01|1962-01-01,|,|
"Aikawachô, Sado (Sado Aikawachô)",1921,1921-01-01,1921-01-01,woodblock print on paper,89.28.775,cmoa:things/7a6749ab-b809-42d6-8865-43f43172a73b,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,22.0,16.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028930,"Bequest of Dr. James B. Austin, Pittsburgh, PA
Acquired by Dr. Austin from S. H. Mori (Mary Diamond), Chicago, 2/14/1961.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35793&size=Medium,cmoa:parties/4920283a-25c2-49b6-97df-2a8e6e4d7a3b|cmoa:parties/e8d2a186-5dcc-4c3a-802d-b953e33d9e16,Person|Person,Kawase Hasui|Watanabe Shôzaburô,Kawase Hasui|Watanabe Shôzaburô,artist|publisher,Japanese|Japanese,1883-01-01|1885-01-01,1957-01-01|1962-01-01,|,|
Departing Spring (Yuku haru),1925,1925-01-01,1925-01-01,woodblock print on paper,89.28.776,cmoa:things/86e93b7e-743d-4789-8889-a8ade3e250f0,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028931,"James B. Austin, Pittsburgh; bequest to museum, December 1989",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=34239&size=Medium,cmoa:parties/4920283a-25c2-49b6-97df-2a8e6e4d7a3b|cmoa:parties/e8d2a186-5dcc-4c3a-802d-b953e33d9e16,Person|Person,Kawase Hasui|Watanabe Shôzaburô,Kawase Hasui|Watanabe Shôzaburô,artist|publisher,Japanese|Japanese,1883-01-01|1885-01-01,1957-01-01|1962-01-01,|,|
Ono no Tofu,1886,1886-01-01,1886-01-01,woodblock print on paper,89.28.801,cmoa:things/9ac8500d-74d5-4258-9369-70d6e9f6097d,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028962,"James B. Austin, Pittsburgh; bequest to museum, December 1989",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35368&size=Medium,cmoa:parties/971d665d-57e0-454a-93fc-ee811b781ee2|cmoa:parties/e69b59b3-fadf-4ad5-9c15-931b97e146d5,Person|Person,Kobayashi Kiyochika|Matsuki Heikichi,Kobayashi Kiyochika|Matsuki Heikichi,artist|publisher,Japanese|Japanese,1847-01-01|1890-01-01,1915-01-01|1920-01-01,"Japan, Edo|",|
Actors Segawa Kikunojo III and Iwai Hanshiro IV as maidens in 'Harugoma' dance in joruri play 'Mutsumashitsuki koi no tetori' [The Profit of New Year's Love],1782,1782-01-01,1782-01-01,color woodblock print (hashira-e),89.28.818,cmoa:things/1a841f58-2755-4fd1-9ab4-001776fffbe4,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,4.938,26.375,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028981,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=107508&size=Medium,cmoa:parties/17d7135e-bf6f-4f30-b07f-b44839d97245|cmoa:parties/35914000-f2e8-47c5-9894-204373c359b1,Person|Person,Kiyonaga Torii|Nishimuraya Yohachi,Kiyonaga Torii|Nishimuraya Yohachi,publisher|,Japanese|Japanese,1752-01-01|,1815-01-01|," Tokyo (To-kyo- metropolis, Kanto, Japan)|"," Tokyo (To-kyo- metropolis, Kanto, Japan)|"
On the Sumida River,"1880 block, c. 1935 print",1880-01-01,1880-01-01,woodblock print on paper,89.28.832,cmoa:things/623b7892-2ffa-46d5-a373-9cfc6fbe07a6,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,22.0,16.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1029000,"James B. Austin, Pittsburgh; bequest to museum, December 1989",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=34302&size=Medium,cmoa:parties/971d665d-57e0-454a-93fc-ee811b781ee2|cmoa:parties/e69b59b3-fadf-4ad5-9c15-931b97e146d5|cmoa:parties/a7d311e2-484d-4d1d-a7d2-cabdff1c2634,Person|Person|Organization,Kobayashi Kiyochika|Matsuki Heikichi|Shima Art Company,Kobayashi Kiyochika|Matsuki Heikichi|Shima Art Company,artist|publisher|publisher,Japanese|Japanese|Japanese,1847-01-01|1890-01-01|,1915-01-01|1920-01-01|1940-01-01,"Japan, Edo||",||
The Legend of the Taema Mandala,1901,1901-01-01,1901-01-01,woodblock print on paper,89.28.833,cmoa:things/217082da-9480-4b43-94f1-8edf02ead9c6,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,22.0,16.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1029001,"Bequest of Dr. James B. Austin, Pittsburgh, PA; Acquired by Dr. Austin from R. E. Lewis, Inc., San Rafael, CA., 11/5/1979.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35379&size=Medium,cmoa:parties/ad455cc4-2eb6-4068-b013-f4571f370348|cmoa:parties/e69b59b3-fadf-4ad5-9c15-931b97e146d5,Person|Person,Tsukioka Kōgyo|Matsuki Heikichi,Tsukioka Kōgyo|Matsuki Heikichi,publisher|,Japanese|Japanese,1869-01-01|1890-01-01,1927-01-01|1920-01-01,|,|
The Old Woman Abandoned in the Hills,1900,1900-01-01,1900-01-01,woodblock print on paper,89.28.834,cmoa:things/bbe793a5-8617-482e-ab26-30fbed8a220f,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,14.625,9.875,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1029002,"Bequest of Dr. James B. Austin, Pittsburgh, PA
Acquired by Dr. Austin from R. E. Lewis, Inc., San Rafael, CA., 11/5/1979.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35380&size=Medium,cmoa:parties/ad455cc4-2eb6-4068-b013-f4571f370348|cmoa:parties/e69b59b3-fadf-4ad5-9c15-931b97e146d5,Person|Person,Tsukioka Kōgyo|Matsuki Heikichi,Tsukioka Kōgyo|Matsuki Heikichi,publisher|,Japanese|Japanese,1869-01-01|1890-01-01,1927-01-01|1920-01-01,|,|
Kagurazaka in Ushigome (Ushigome Kagurazaka),1939,1939-01-01,1939-01-01,woodblock print on paper,89.28.835,cmoa:things/1ac60453-39c8-4ed8-94af-7d481b2fef1f,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,11.188,16.875,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1029003,"James B. Austin, Pittsburgh; bequest to museum, December 1989",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=32934&size=Medium,cmoa:parties/8bb4fefc-9023-4c5c-bcf7-fa0846fade37|cmoa:parties/c616fa0a-a176-41ca-b9bc-d8053fa04bcd,Person|Person,Tsuchiya Koitsu|Doi Sadaichi,Tsuchiya Koitsu|Doi Sadaichi,publisher|,Japanese|Japanese,1870-01-01|,1949-01-01|,|,|
"Sumida Park, Mukojima Ototoi (Sumida kôen, Mukojima Ototoi)",April 1932,1932-01-01,1932-01-01,woodblock print on paper,89.28.838.1,cmoa:things/b1f3a45e-e79e-4088-9c55-34b1609afd79,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,15.5,11.875,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1029006,"Bequest of Dr. James B. Austin, Pittsburgh, PA
Acquired by Dr. Austin from T.Z. Shiota Gallery, San Francisco, CA.nd",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35783&size=Medium,cmoa:parties/0b9e6569-4d28-49a4-8966-022a3561b6cf|cmoa:parties/bd6c65fc-7749-4fc3-8e6d-8b9c70c9423e,Person|Organization,Koizumi Kishio|Asahi Press,Koizumi Kishio|Asahi Press,publisher|,Japanese|Japanese,1893-01-01|,1945-01-01|,"Japan, Shizuoka|",|
Vegetable Market in Kanda (Kanda aomono shijô),September 1931,1931-01-01,1931-01-01,woodblock print on paper,89.28.838.2,cmoa:things/82151839-8dca-46b5-852d-0e218f69b7c9,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,15.5,11.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1029007,"Bequest of Dr. James B. Austin, Pittsburgh, PA
Acquired by Dr. Austin from T.Z. Shiota Gallery, San Francisco, CA. nd",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35782&size=Medium,cmoa:parties/0b9e6569-4d28-49a4-8966-022a3561b6cf|cmoa:parties/bd6c65fc-7749-4fc3-8e6d-8b9c70c9423e,Person|Organization,Koizumi Kishio|Asahi Press,Koizumi Kishio|Asahi Press,publisher|,Japanese|Japanese,1893-01-01|,1945-01-01|,"Japan, Shizuoka|",|
New Year's Day on Niju Bridge (Shôgatsu no Nijubashi),January 1932,1932-01-01,1932-01-01,woodblock print on paper,89.28.838.3,cmoa:things/78dd9a73-1ccb-4fef-8c23-1d48cdca0138,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,11.875,15.563,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1029008,"Bequest of Dr. James B. Austin, Pittsburgh, PA
Acquired by Dr. Austin from the T.Z. Shiota Gallery, San Francisco, CA. nd",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35781&size=Medium,cmoa:parties/0b9e6569-4d28-49a4-8966-022a3561b6cf|cmoa:parties/bd6c65fc-7749-4fc3-8e6d-8b9c70c9423e,Person|Organization,Koizumi Kishio|Asahi Press,Koizumi Kishio|Asahi Press,publisher|,Japanese|Japanese,1893-01-01|,1945-01-01|,"Japan, Shizuoka|",|
"Anamori Inari in Haneda (Haneda, Anamori Inari)",September 1932,1932-01-01,1932-01-01,woodblock print on paper,89.28.838.4,cmoa:things/0ff9814b-137a-4a7f-bf78-4c59d3e343fd,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,11.875,15.375,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1029009,"Bequest of Dr. James B. Austin, Pittsburgh, PA
Acquired by Dr. Austin from T.Z. Shiota Gallery, San Francisco, CA. nd.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35780&size=Medium,cmoa:parties/0b9e6569-4d28-49a4-8966-022a3561b6cf|cmoa:parties/bd6c65fc-7749-4fc3-8e6d-8b9c70c9423e,Person|Organization,Koizumi Kishio|Asahi Press,Koizumi Kishio|Asahi Press,publisher|,Japanese|Japanese,1893-01-01|,1945-01-01|,"Japan, Shizuoka|",|
Kabuki Theatre at Kobikichô (Kobikichô Kabukiza),February 1934,1934-01-01,1934-01-01,woodblock print on paper,89.28.838.5,cmoa:things/60494889-fc17-41a8-b961-5c02aa669414,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,11.875,15.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1029010,"Bequest of Dr. James B. Austin, Pittsburgh, PA
Acquired by Dr. Austin from the T.Z. Shiota Gallery, San Francisco, CA. nd",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35779&size=Medium,cmoa:parties/0b9e6569-4d28-49a4-8966-022a3561b6cf|cmoa:parties/bd6c65fc-7749-4fc3-8e6d-8b9c70c9423e,Person|Organization,Koizumi Kishio|Asahi Press,Koizumi Kishio|Asahi Press,publisher|,Japanese|Japanese,1893-01-01|,1945-01-01|,"Japan, Shizuoka|",|
"Year-end Fair at Asakusa (Asakusa, Tori no ichi)",October 1932,1932-01-01,1932-01-01,woodblock print on paper,89.28.838.6,cmoa:things/e297deca-7be4-4d39-9213-2555aff46dee,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,11.75,15.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1029011,"Bequest of Dr. James B. Austin, Pittsburgh, PA
Acquired by Dr. Austin from the T. Z. Shiota Gallery, San Francisco, CA. nd",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35778&size=Medium,cmoa:parties/0b9e6569-4d28-49a4-8966-022a3561b6cf|cmoa:parties/bd6c65fc-7749-4fc3-8e6d-8b9c70c9423e,Person|Organization,Koizumi Kishio|Asahi Press,Koizumi Kishio|Asahi Press,publisher|,Japanese|Japanese,1893-01-01|,1945-01-01|,"Japan, Shizuoka|",|
"Picture of the Fuka River, the Kawasuji Lumberyard (New Publication)",1940,1940-01-01,1940-01-01,woodblock print on paper,89.28.839,cmoa:things/1633aaa4-79f9-4b81-a386-38cd2896703e,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,15.5,11.875,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1029012,"James B. Austin, Pittsburgh; bequest to museum, December 1989",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35381&size=Medium,cmoa:parties/0b9e6569-4d28-49a4-8966-022a3561b6cf|cmoa:parties/bd6c65fc-7749-4fc3-8e6d-8b9c70c9423e,Person|Organization,Koizumi Kishio|Asahi Press,Koizumi Kishio|Asahi Press,publisher|,Japanese|Japanese,1893-01-01|,1945-01-01|,"Japan, Shizuoka|",|
Monkey Bridge in Winter (Fuyu no Saruhashi),December 1939,1939-01-01,1939-01-01,woodblock print on paper,89.28.840,cmoa:things/eb248f5a-8617-4797-b359-97d004f15fff,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,10.188,13.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1029014,"Bequest of Dr. James B. Austin, Pittsburgh, PA
Acquired by Dr. Austin from C. H. Mitchell, Tokyo, Japan, 1970's.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35777&size=Medium,cmoa:parties/0b9e6569-4d28-49a4-8966-022a3561b6cf|cmoa:parties/c4e2a6a0-ad8e-4dbd-bd26-bb1c7ef7df5c,Person|Organization,Koizumi Kishio|Japan Woodblock Print Society (Nihon hanga kyokai),Koizumi Kishio|Japan Woodblock Print Society (Nihon hanga kyokai),publisher|,Japanese|Japanese,1893-01-01|1900-01-01,1945-01-01|,"Japan, Shizuoka|",|
Cherry Blossoms and Two Maikos,1924,1924-01-01,1924-01-01,woodblock print on paper,89.28.852,cmoa:things/afd4b84f-abce-4fe8-8b68-d6739ac16415,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,16.125,10.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1029026,"James B. Austin, Pittsburgh; bequest to museum, December 1989",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=34247&size=Medium,cmoa:parties/83a6da8d-19a3-4fef-bdd0-0c56b6b14084|cmoa:parties/82564cf2-913d-42fd-9df6-5a85f218d9ea,Person|Person,Kosetsu|Satô Shôtarô,Kosetsu|Satô Shôtarô,artist|publisher,Japanese|Japanese,1882-01-01|,|,|,|
Setting Sun at Tokyo Theatre (Tokyo Gekijo),12/6/1931,1931-12-06,1931-12-06,woodblock print on paper,89.28.853.10,cmoa:things/b57eb35b-87be-478e-9267-cd4dcdefb71f,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,19.25,14.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1029027,"Bequest of Dr. James B. Austin, Pittsburgh, PA
Set acquired by Dr. Austin from Charles H. Mitchell, Tokyo, Japan, 11/1965.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=17744&size=Medium,cmoa:parties/bfd0d5c4-1cbd-4f25-8de2-1b62297fd4c7|cmoa:parties/9fbc6c89-34e2-4c9d-9cae-b6279f0a7ceb,Person|Person,Onchi Kôshirô|Nakajima Jûtarô of Sôsaku-Hanga Club,Onchi Kôshirô|Nakajima Jûtarô of Sôsaku-Hanga Club,Printmaker|publisher,Japanese|Japanese,1891-01-01|,1955-01-01|,"Japan, Tokyo|",|
In Takebashi (Takebashi uchi),3/3/1932,1932-03-03,1932-03-03,woodblock print on paper,89.28.853.11,cmoa:things/ef5ebbea-7190-4858-9376-a60c5e23c534,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,19.25,14.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1029028,"Bequest of Dr. James B. Austin, Pittsburgh, PA
Set acquired by Dr. Austin from Charles H. Mitchell, Tokyo, Japan, 11/1965.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=18309&size=Medium,cmoa:parties/bfd0d5c4-1cbd-4f25-8de2-1b62297fd4c7|cmoa:parties/9fbc6c89-34e2-4c9d-9cae-b6279f0a7ceb,Person|Person,Onchi Kôshirô|Nakajima Jûtarô of Sôsaku-Hanga Club,Onchi Kôshirô|Nakajima Jûtarô of Sôsaku-Hanga Club,Printmaker|publisher,Japanese|Japanese,1891-01-01|,1955-01-01|,"Japan, Tokyo|",|
